No_At: 46 
Abbrv: TIT Obj_Id: 85.4.12 Name: Title Lower-B: 1 Upper-B: 64 No-Rec: 1 Syntax: 4 ACL: 1 Ind-Lev: 0 Phon: 0 
Abbrv: TN Obj_Id: 85.4.20 Name: Telephone-Number Lower-B: 1 Upper-B: 32 No-Rec: 1 Syntax: 12 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: TST Obj_Id: 85.4.10003 Name: Time-Stamp Lower-B: 11 Upper-B: 18 No-Rec: 1 Syntax: 11 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: TTI Obj_Id: 85.4.22 Name: TTX-Terminal-Identifier Lower-B: 1 Upper-B: 1024 No-Rec: 1 Syntax: 1003 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: TXN Obj_Id: 85.4.21 Name: Telex-Number Lower-B: 1 Upper-B: 26 No-Rec: 1 Syntax: 1002 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: UP Obj_Id: 85.4.35 Name: User-Password Lower-B: 0 Upper-B: 128 No-Rec: 1 Syntax: 1011 ACL: 0 Ind-Lev: 2 Phon: 0 
Abbrv: X1A Obj_Id: 85.4.24 Name: X121-Address Lower-B: 1 Upper-B: 15 No-Rec: 1 Syntax: 6 ACL: 0 Ind-Lev: 0 Phon: 0 
No-Oct: 17 
Abbrv: ALI Sup-Abbrv: TOP Obj-id: 85.6.1 Name: Alias File-No: -1 No-Mand: 1 No-Opt: 0 Mand: AON Opt: 
Abbrv: APE Sup-Abbrv: STP Obj-id: 85.6.12 Name: Application-Entity File-No: 2 No-Mand: 2 No-Opt: 8 Mand: CN PSA Opt: DSC LN ON OUN SEA SAC DNC DNR 
Abbrv: APP Sup-Abbrv: STP Obj-id: 85.6.11 Name: Application-Process File-No: 2 No-Mand: 1 No-Opt: 6 Mand: CN Opt: DSC LN OUN SEA DNC DNR 
Abbrv: C Sup-Abbrv: STP Obj-id: 85.6.2 Name: Country File-No: 1 No-Mand: 1 No-Opt: 4 Mand: C Opt: DSC SG DNC DNR 
Abbrv: DEV Sup-Abbrv: STP Obj-id: 85.6.14 Name: Device File-No: 2 No-Mand: 1 No-Opt: 9 Mand: CN Opt: DSC LN ON OUN SEA OWN SER DNC DNR 
Abbrv: DSA Sup-Abbrv: APE Obj-id: 85.6.13 Name: Directory-Service-Agent File-No: 2 No-Mand: 0 No-Opt: 2 Mand: Opt: KNI SJB 
Abbrv: GON Sup-Abbrv: STP Obj-id: 85.6.9 Name: Group-of-names File-No: 4 No-Mand: 2 No-Opt: 8 Mand: CN MEM Opt: DSC ON OUN SEA BC OWN DNC DNR 
Abbrv: LOC Sup-Abbrv: STP Obj-id: 85.6.3 Name: Locality File-No: 1 No-Mand: 0 No-Opt: 8 Mand: Opt: DSC LN SPN STA SEA SG DNC DNR 
Abbrv: ORG Sup-Abbrv: STP Obj-id: 85.6.4 Name: Organization File-No: 1 No-Mand: 1 No-Opt: 23 Mand: ON Opt: DSC LN SPN STA PDO PA PC POB FTN IIN TN TTI TXN X1A PDM DI RA SEA UP BC SG DNC DNR 
Abbrv: ORP Sup-Abbrv: PER Obj-id: 85.6.7 Name: Organizational-Person File-No: 1 No-Mand: 0 No-Opt: 18 Mand: Opt: DSC LN SPN STA PDO PA PC POB FTN IIN TN TTI TXN X1A PDM DI RA OUN 
Abbrv: ORR Sup-Abbrv: STP Obj-id: 85.6.8 Name: Organizational-Role File-No: 1 No-Mand: 1 No-Opt: 21 Mand: CN Opt: DSC LN SPN STA PDO PA PC POB FTN IIN TN TTI TXN X1A PDM DI RA OUN SEA RO DNR 
Abbrv: OU Sup-Abbrv: STP Obj-id: 85.6.5 Name: Organizational-Unit File-No: 1 No-Mand: 1 No-Opt: 23 Mand: OUN Opt: DSC LN SPN STA PDO PA PC POB FTN IIN TN TTI TXN X1A PDM DI RA SEA UP BC SG DNC DNR 
Abbrv: PER Sup-Abbrv: STP Obj-id: 85.6.6 Name: Person File-No: -1 No-Mand: 2 No-Opt: 6 Mand: CN SN Opt: DSC TN SEA UP DNC DNR 
Abbrv: REP Sup-Abbrv: PER Obj-id: 85.6.10 Name: Residential-Person File-No: 1 No-Mand: 1 No-Opt: 16 Mand: LN Opt: SPN STA PDO PA PC POB FTN IIN TN TTI TXN X1A PDM DI RA BC 
Abbrv: SCH Sup-Abbrv: STP Obj-id: 85.6.10001 Name: Schema File-No: 0 No-Mand: 1 No-Opt: 4 Mand: CN Opt: TST SRT OCT AT 
Abbrv: STP Sup-Abbrv: TOP Obj-id: --- Name: Siemens-Top File-No: -1 No-Mand: 0 No-Opt: 3 Mand: Opt: ACL MK SHB 
Abbrv: TOP Sup-Abbrv: --- Obj-id: 85.6.0 Name: Top File-No: -1 No-Mand: 1 No-Opt: 0 Mand: OCL Opt: 
No-Srt: 9 
Rule-No: 1 Par-Rule-No: 0 Nam-Abbrv: CN No-Obj-Cls: 1 Obj_Cls: SCH 
Rule-No: 2 Par-Rule-No: 0 Nam-Abbrv: C No-Obj-Cls: 1 Obj_Cls: C 
Rule-No: 3 Par-Rule-No: 2 Nam-Abbrv: ON No-Obj-Cls: 1 Obj_Cls: ORG 
Rule-No: 4 Par-Rule-No: 3 Nam-Abbrv: OUN No-Obj-Cls: 1 Obj_Cls: OU 
Rule-No: 5 Par-Rule-No: 4 Nam-Abbrv: CN No-Obj-Cls: 3 Obj_Cls: ORP ORR APP 
Rule-No: 6 Par-Rule-No: 4 Nam-Abbrv: LN No-Obj-Cls: 1 Obj_Cls: LOC 
Rule-No: 7 Par-Rule-No: 5 Nam-Abbrv: CN No-Obj-Cls: 2 Obj_Cls: APE DSA 
Rule-No: 8 Par-Rule-No: 2 Nam-Abbrv: LN No-Obj-Cls: 1 Obj_Cls: LOC 
Rule-No: 9 Par-Rule-No: 8 Nam-Abbrv: CN No-Obj-Cls: 1 Obj_Cls: REP 
